resvid,uid,habid,fecha_inicio,fecha_fin
25613,147,25613,2089-08-09,2089-08-13
25614,178,25614,2056-01-08,2056-01-12
25615,219,25615,2067-10-08,2067-10-23
25616,12,25616,2031-05-08,2031-05-27
25617,325,25617,2090-09-20,2090-09-25
25618,374,25618,2058-10-13,2058-10-25
25619,42,25619,2061-09-26,2061-10-15
25620,404,25620,2097-06-19,2097-06-19
25621,392,25621,2086-02-20,2086-02-21
25622,189,25622,2042-04-07,2042-04-15
25623,320,25623,2085-06-27,2085-06-27
25624,286,25624,2024-12-01,2024-12-02
25625,434,25625,2096-08-17,2096-09-01
25626,389,25626,2053-02-03,2053-02-06
25627,114,25627,2034-02-12,2034-02-21
25628,417,25628,2043-06-25,2043-06-25
25629,339,25629,2040-08-05,2040-08-07
25630,250,25630,2025-05-19,2025-05-25
25631,414,25631,2053-08-02,2053-08-20
25632,59,25632,2032-06-22,2032-06-25
25633,378,25633,2020-08-02,2020-08-16
25634,166,25634,2050-10-15,2050-10-31
25635,47,25635,2051-10-16,2051-10-27
25636,275,25636,2089-09-23,2089-09-30
25637,330,25637,2077-11-08,2077-11-26
25638,72,25638,2030-11-22,2030-11-28
25639,427,25639,2054-04-17,2054-04-22
25640,245,25640,2021-06-17,2021-06-19
25641,194,25641,2090-10-19,2090-10-30
25642,184,25642,2063-04-04,2063-04-12
25643,228,25643,2029-01-15,2029-01-21
25644,87,25644,2066-03-27,2066-03-27
25645,127,25645,2081-12-18,2081-12-27
25646,49,25646,2022-09-24,2022-09-26
25647,71,25647,2088-10-31,2088-11-19
25648,443,25648,2026-04-28,2026-05-13
25649,425,25649,2094-12-09,2094-12-19
25650,381,25650,2082-12-03,2082-12-17
25651,426,25651,2058-11-06,2058-11-15
25652,270,25652,2074-05-11,2074-05-17
25653,327,25653,2059-08-20,2059-08-20
25654,376,25654,2046-08-13,2046-08-28
25655,266,25655,2056-06-04,2056-06-10
25656,128,25656,2092-03-15,2092-03-22
25657,338,25657,2041-01-31,2041-02-18
25658,361,25658,2045-03-31,2045-04-17
25659,88,25659,2035-03-24,2035-04-11
25660,298,25660,2040-12-15,2040-12-28
25661,27,25661,2055-07-22,2055-07-29
25662,43,25662,2053-11-22,2053-12-06
25663,76,25663,2066-09-24,2066-10-03
25664,328,25664,2062-12-22,2063-01-03
25665,21,25665,2088-08-09,2088-08-24
25666,169,25666,2034-01-17,2034-02-01
25667,233,25667,2048-06-06,2048-06-08
25668,76,25668,2058-04-09,2058-04-11
25669,18,25669,2046-04-21,2046-05-06
25670,436,25670,2070-09-14,2070-09-18
25671,353,25671,2044-02-15,2044-02-22
25672,389,25672,2083-09-19,2083-10-01
25673,102,25673,2033-06-06,2033-06-15
25674,434,25674,2056-05-25,2056-05-26
25675,0,25675,2030-03-11,2030-03-25
25676,205,25676,2094-12-07,2094-12-21
25677,359,25677,2033-01-19,2033-01-22
25678,164,25678,2033-04-09,2033-04-17
25679,55,25679,2054-11-30,2054-12-18
25680,263,25680,2028-08-10,2028-08-22
25681,157,25681,2086-09-26,2086-09-26
25682,277,25682,2040-11-24,2040-12-07
25683,52,25683,2070-06-24,2070-07-13
25684,155,25684,2059-08-30,2059-09-02
25685,369,25685,2068-06-14,2068-07-03
25686,421,25686,2026-03-04,2026-03-10
25687,114,25687,2040-02-01,2040-02-08
25688,72,25688,2064-04-29,2064-05-12
25689,108,25689,2078-05-15,2078-05-19
25690,268,25690,2096-02-02,2096-02-14
25691,48,25691,2025-06-21,2025-07-02
25692,366,25692,2051-09-21,2051-09-24
25693,56,25693,2064-11-30,2064-12-19
25694,326,25694,2072-12-06,2072-12-19
25695,227,25695,2026-12-13,2026-12-16
25696,215,25696,2099-05-05,2099-05-19
25697,0,25697,2078-11-16,2078-11-16
25698,256,25698,2055-08-11,2055-08-23
25699,354,25699,2076-02-26,2076-03-16
25700,76,25700,2031-08-09,2031-08-15
25701,114,25701,2060-09-29,2060-10-06
25702,236,25702,2096-06-05,2096-06-15
25703,196,25703,2044-02-14,2044-02-28
25704,5,25704,2088-12-01,2088-12-18
25705,149,25705,2099-08-02,2099-08-03
25706,71,25706,2056-09-16,2056-10-03
25707,303,25707,2065-01-06,2065-01-24
25708,390,25708,2050-02-19,2050-03-10
25709,108,25709,2019-05-11,2019-05-21
25710,264,25710,2022-05-10,2022-05-29
25711,43,25711,2022-08-28,2022-09-07
25712,331,25712,2084-07-19,2084-08-05
25713,397,25713,2047-07-21,2047-07-24
25714,48,25714,2042-12-01,2042-12-20
25715,365,25715,2091-01-01,2091-01-10
25716,334,25716,2046-09-30,2046-10-03
25717,74,25717,2084-09-24,2084-10-02
25718,151,25718,2056-03-09,2056-03-12
25719,401,25719,2091-10-24,2091-11-02
25720,440,25720,2027-11-02,2027-11-06
25721,347,25721,2084-12-16,2084-12-27
25722,369,25722,2054-02-24,2054-03-05
25723,46,25723,2044-11-19,2044-11-21
25724,70,25724,2037-04-05,2037-04-06
25725,217,25725,2068-12-23,2069-01-08
25726,148,25726,2092-03-07,2092-03-07
25727,87,25727,2043-05-24,2043-06-11
25728,101,25728,2084-05-14,2084-05-25
25729,25,25729,2064-10-08,2064-10-20
25730,24,25730,2090-05-10,2090-05-28
25731,279,25731,2033-02-03,2033-02-19
25732,181,25732,2068-06-28,2068-07-07
25733,261,25733,2042-02-09,2042-02-21
25734,150,25734,2078-12-13,2078-12-14
25735,26,25735,2035-09-10,2035-09-22
25736,123,25736,2062-02-21,2062-03-06
25737,187,25737,2021-01-11,2021-01-29
25738,138,25738,2050-04-04,2050-04-06
25739,408,25739,2033-05-13,2033-05-13
25740,435,25740,2053-06-07,2053-06-23
25741,445,25741,2023-03-20,2023-04-04
25742,156,25742,2087-09-18,2087-10-07
25743,436,25743,2090-04-03,2090-04-04
25744,387,25744,2059-08-01,2059-08-15
25745,98,25745,2041-03-07,2041-03-14
25746,89,25746,2053-03-17,2053-03-27
25747,400,25747,2051-03-30,2051-04-10
25748,181,25748,2089-01-17,2089-01-26
25749,427,25749,2031-02-03,2031-02-19
25750,187,25750,2057-01-16,2057-01-22
25751,160,25751,2043-09-12,2043-09-28
25752,407,25752,2069-11-25,2069-12-05
25753,162,25753,2059-08-18,2059-08-24
25754,87,25754,2070-04-19,2070-05-07
25755,4,25755,2039-05-19,2039-05-20
25756,299,25756,2097-04-17,2097-04-22
25757,387,25757,2055-03-31,2055-04-08
25758,282,25758,2087-06-22,2087-06-25
25759,250,25759,2052-09-26,2052-10-02
25760,144,25760,2092-01-27,2092-02-13
25761,275,25761,2055-08-31,2055-09-18
25762,310,25762,2070-07-14,2070-07-22
25763,381,25763,2054-11-08,2054-11-08
25764,3,25764,2035-09-09,2035-09-24
25765,339,25765,2092-04-06,2092-04-12
25766,358,25766,2023-10-15,2023-10-31
25767,71,25767,2065-09-25,2065-09-27
25768,28,25768,2058-09-11,2058-09-15
25769,46,25769,2042-07-21,2042-08-03
25770,94,25770,2033-12-12,2033-12-22
25771,296,25771,2045-11-14,2045-12-03
25772,4,25772,2052-03-27,2052-04-12
25773,318,25773,2081-10-07,2081-10-08
25774,65,25774,2059-06-24,2059-06-28
25775,208,25775,2028-08-13,2028-08-21
25776,320,25776,2089-09-07,2089-09-25
25777,370,25777,2062-04-18,2062-04-24
25778,270,25778,2070-02-17,2070-02-27
25779,293,25779,2069-07-24,2069-08-09
25780,5,25780,2023-10-08,2023-10-19
25781,259,25781,2068-09-11,2068-09-13
25782,266,25782,2077-04-10,2077-04-11
25783,212,25783,2063-08-23,2063-08-23
25784,342,25784,2066-03-22,2066-04-08
25785,106,25785,2032-07-04,2032-07-07
25786,124,25786,2048-06-20,2048-06-26
25787,202,25787,2029-03-17,2029-03-24
25788,299,25788,2044-12-17,2044-12-27
25789,112,25789,2041-05-19,2041-06-01
25790,264,25790,2080-07-04,2080-07-20
25791,205,25791,2067-06-07,2067-06-11
25792,338,25792,2050-02-05,2050-02-18
25793,330,25793,2090-06-17,2090-07-03
25794,191,25794,2039-04-01,2039-04-10
25795,304,25795,2084-07-30,2084-08-11
25796,280,25796,2042-02-23,2042-03-09
25797,165,25797,2075-06-02,2075-06-17
25798,411,25798,2027-07-06,2027-07-22
25799,0,25799,2077-02-21,2077-02-28
25800,180,25800,2098-05-10,2098-05-12
25801,200,25801,2094-04-20,2094-04-27
25802,230,25802,2089-05-09,2089-05-11
25803,170,25803,2050-08-01,2050-08-09
25804,28,25804,2051-06-12,2051-06-30
25805,425,25805,2059-05-15,2059-05-31
25806,442,25806,2036-10-18,2036-10-27
25807,251,25807,2060-06-20,2060-06-30
25808,373,25808,2028-01-16,2028-01-17
25809,10,25809,2081-03-25,2081-03-28
25810,446,25810,2080-01-22,2080-01-27
25811,360,25811,2066-07-31,2066-08-15
25812,34,25812,2029-08-22,2029-08-23
25813,350,25813,2028-07-28,2028-08-11
25814,351,25814,2056-07-04,2056-07-16
25815,6,25815,2029-07-14,2029-07-21
25816,234,25816,2057-05-05,2057-05-12
25817,98,25817,2020-06-14,2020-06-19
25818,447,25818,2063-04-19,2063-04-26
25819,138,25819,2074-09-20,2074-10-07
25820,61,25820,2073-06-29,2073-07-03
25821,79,25821,2075-04-16,2075-04-27
25822,389,25822,2087-05-27,2087-06-08
25823,386,25823,2066-12-11,2066-12-22
25824,406,25824,2080-11-01,2080-11-10
25825,203,25825,2025-04-25,2025-04-25
25826,282,25826,2055-12-11,2055-12-24
25827,363,25827,2082-03-02,2082-03-02
25828,158,25828,2070-12-07,2070-12-09
25829,46,25829,2047-03-13,2047-03-15
25830,324,25830,2073-04-19,2073-05-07
25831,64,25831,2020-04-17,2020-05-04
25832,313,25832,2068-04-04,2068-04-17
25833,433,25833,2052-07-13,2052-07-31
25834,107,25834,2059-12-01,2059-12-12
25835,9,25835,2063-12-07,2063-12-19
25836,24,25836,2054-06-08,2054-06-17
25837,325,25837,2070-03-16,2070-03-23
25838,362,25838,2055-07-10,2055-07-13
25839,317,25839,2090-10-19,2090-10-28
25840,319,25840,2074-12-24,2074-12-28
25841,226,25841,2038-08-21,2038-08-21
25842,148,25842,2099-01-02,2099-01-14
25843,371,25843,2048-01-03,2048-01-04
25844,446,25844,2038-08-01,2038-08-16
25845,191,25845,2045-09-29,2045-10-06
25846,2,25846,2044-04-01,2044-04-09
25847,305,25847,2023-09-27,2023-10-15
25848,366,25848,2026-04-16,2026-05-05
25849,66,25849,2038-04-19,2038-04-20
25850,64,25850,2064-11-26,2064-12-06
25851,11,25851,2067-02-14,2067-02-27
25852,55,25852,2090-03-28,2090-03-30
25853,278,25853,2023-07-24,2023-08-12
25854,304,25854,2024-02-04,2024-02-20
25855,192,25855,2052-08-08,2052-08-27
25856,225,25856,2061-02-20,2061-03-05
25857,49,25857,2039-06-23,2039-07-07
25858,230,25858,2080-11-01,2080-11-11
25859,22,25859,2053-03-30,2053-04-02
25860,356,25860,2067-09-11,2067-09-23
25861,217,25861,2035-12-10,2035-12-24
25862,44,25862,2075-02-12,2075-03-03
25863,340,25863,2065-09-19,2065-10-05
25864,114,25864,2072-06-29,2072-07-09
25865,228,25865,2092-01-04,2092-01-07
25866,285,25866,2097-01-13,2097-01-15
25867,107,25867,2046-05-22,2046-05-28
25868,440,25868,2099-08-08,2099-08-16
25869,19,25869,2034-01-09,2034-01-19
25870,304,25870,2052-06-01,2052-06-16
25871,341,25871,2092-06-17,2092-06-27
25872,111,25872,2078-06-18,2078-06-29
25873,119,25873,2021-11-11,2021-11-14
25874,331,25874,2022-06-17,2022-06-23
25875,324,25875,2084-09-24,2084-10-04
25876,299,25876,2068-09-25,2068-09-27
25877,128,25877,2088-11-08,2088-11-17
25878,100,25878,2034-05-12,2034-05-27
25879,178,25879,2029-02-12,2029-02-28
25880,330,25880,2088-04-20,2088-05-04
25881,434,25881,2033-11-19,2033-11-22
25882,69,25882,2054-09-11,2054-09-19
25883,356,25883,2095-01-23,2095-01-30
25884,92,25884,2090-11-22,2090-11-28
25885,23,25885,2038-02-02,2038-02-06
25886,76,25886,2019-12-08,2019-12-25
25887,252,25887,2039-06-04,2039-06-23
25888,118,25888,2097-11-17,2097-11-24
25889,120,25889,2064-01-25,2064-02-11
25890,222,25890,2044-01-27,2044-01-28
25891,114,25891,2071-01-16,2071-01-24
25892,246,25892,2023-09-13,2023-09-24
25893,121,25893,2089-05-16,2089-05-19
25894,421,25894,2075-10-26,2075-11-11
25895,12,25895,2025-08-15,2025-08-24
25896,438,25896,2092-01-26,2092-01-30
25897,213,25897,2076-10-28,2076-10-29
25898,185,25898,2047-04-13,2047-04-16
25899,204,25899,2044-06-06,2044-06-10
25900,188,25900,2026-09-10,2026-09-23
25901,251,25901,2069-07-09,2069-07-16
25902,148,25902,2076-05-19,2076-05-27
25903,77,25903,2065-08-04,2065-08-18
25904,229,25904,2019-08-07,2019-08-18
25905,72,25905,2022-09-01,2022-09-07
25906,44,25906,2070-08-12,2070-08-13
25907,53,25907,2027-08-20,2027-08-26
25908,44,25908,2050-02-21,2050-03-05
25909,200,25909,2078-04-30,2078-05-16
25910,290,25910,2082-05-09,2082-05-09
25911,131,25911,2033-05-12,2033-05-14
25912,138,25912,2040-07-22,2040-07-29
25913,227,25913,2081-11-01,2081-11-08
25914,45,25914,2060-11-06,2060-11-11
25915,59,25915,2052-01-02,2052-01-13
25916,180,25916,2066-05-31,2066-06-15
25917,182,25917,2029-11-01,2029-11-12
25918,220,25918,2084-02-29,2084-03-02
25919,194,25919,2067-02-11,2067-02-13
25920,376,25920,2080-08-02,2080-08-12
25921,101,25921,2064-07-05,2064-07-13
25922,262,25922,2074-01-15,2074-01-20
25923,248,25923,2042-12-31,2043-01-04
25924,328,25924,2075-09-17,2075-09-22
25925,180,25925,2074-12-26,2074-12-27
25926,368,25926,2026-11-20,2026-11-21
25927,65,25927,2020-01-01,2020-01-08
25928,124,25928,2050-09-15,2050-09-22
25929,75,25929,2076-04-02,2076-04-14
25930,199,25930,2056-12-06,2056-12-08
25931,253,25931,2063-01-21,2063-01-31
25932,283,25932,2048-04-18,2048-05-07
25933,100,25933,2061-08-31,2061-09-07
25934,55,25934,2022-08-30,2022-09-17
25935,18,25935,2036-02-11,2036-02-17
25936,293,25936,2023-07-01,2023-07-12
25937,151,25937,2028-07-12,2028-07-15
25938,411,25938,2085-02-05,2085-02-05
25939,129,25939,2029-04-29,2029-05-02
25940,50,25940,2042-11-16,2042-11-25
25941,324,25941,2065-05-07,2065-05-25
25942,169,25942,2086-05-19,2086-05-21
25943,357,25943,2040-09-01,2040-09-13
25944,300,25944,2031-09-28,2031-10-06
25945,266,25945,2095-11-19,2095-11-28
25946,314,25946,2045-12-09,2045-12-23
25947,327,25947,2048-01-19,2048-02-02
25948,396,25948,2066-01-12,2066-01-14
25949,357,25949,2076-03-17,2076-03-21
25950,132,25950,2065-11-01,2065-11-09
25951,194,25951,2069-10-07,2069-10-10
25952,341,25952,2076-05-31,2076-06-16
25953,317,25953,2024-06-02,2024-06-10
25954,345,25954,2038-02-15,2038-03-04
25955,293,25955,2064-06-21,2064-07-02
25956,389,25956,2054-10-29,2054-11-06
25957,403,25957,2021-09-01,2021-09-18
25958,220,25958,2035-05-21,2035-05-21
25959,436,25959,2022-10-30,2022-11-12
25960,117,25960,2070-04-16,2070-05-03
25961,301,25961,2069-09-27,2069-09-28
25962,210,25962,2087-11-07,2087-11-26
25963,3,25963,2099-09-29,2099-10-13
25964,91,25964,2094-03-30,2094-04-11
25965,134,25965,2099-06-03,2099-06-22
25966,127,25966,2044-08-21,2044-09-02
25967,56,25967,2052-03-11,2052-03-20
25968,36,25968,2022-05-07,2022-05-25
25969,390,25969,2098-03-14,2098-03-29
25970,53,25970,2048-12-16,2049-01-02
25971,217,25971,2060-03-11,2060-03-17
25972,182,25972,2084-04-13,2084-04-17
25973,93,25973,2049-02-09,2049-02-11
25974,151,25974,2079-10-28,2079-11-07
25975,337,25975,2066-06-27,2066-07-01
25976,11,25976,2043-10-10,2043-10-25
25977,144,25977,2048-07-17,2048-07-28
25978,165,25978,2064-08-12,2064-08-29
25979,117,25979,2092-03-18,2092-04-03
25980,430,25980,2061-10-16,2061-10-19
25981,57,25981,2095-06-11,2095-06-11
25982,165,25982,2037-03-16,2037-04-04
25983,93,25983,2049-02-18,2049-02-24
25984,384,25984,2084-03-11,2084-03-29
25985,207,25985,2086-11-24,2086-11-28
25986,364,25986,2069-08-16,2069-08-21
25987,60,25987,2061-07-28,2061-07-28
25988,379,25988,2087-08-29,2087-09-09
25989,7,25989,2072-03-01,2072-03-17
25990,339,25990,2053-12-21,2054-01-04
25991,164,25991,2079-03-06,2079-03-13
25992,163,25992,2098-01-29,2098-02-01
25993,438,25993,2087-07-18,2087-07-18
25994,76,25994,2056-10-17,2056-10-19
25995,362,25995,2075-08-19,2075-09-04
25996,103,25996,2072-11-05,2072-11-14
25997,228,25997,2079-04-28,2079-05-10
25998,114,25998,2020-12-10,2020-12-14
25999,189,25999,2035-08-17,2035-08-28
26000,365,26000,2057-06-22,2057-06-25
26001,43,26001,2092-02-11,2092-02-12
26002,411,26002,2042-06-01,2042-06-07
26003,222,26003,2037-04-11,2037-04-12
26004,274,26004,2082-01-24,2082-02-10
26005,69,26005,2029-07-27,2029-08-05
26006,389,26006,2062-07-31,2062-08-11
26007,47,26007,2023-09-23,2023-10-03
26008,225,26008,2033-02-21,2033-03-11
26009,283,26009,2027-03-29,2027-04-15
26010,237,26010,2089-12-02,2089-12-13
26011,180,26011,2036-10-14,2036-10-24
26012,52,26012,2077-12-24,2077-12-26
26013,77,26013,2053-06-25,2053-06-25
26014,26,26014,2080-12-26,2081-01-04
26015,17,26015,2091-12-06,2091-12-24
26016,201,26016,2046-11-16,2046-11-29
26017,270,26017,2047-09-29,2047-10-12
26018,105,26018,2084-11-21,2084-12-06
26019,394,26019,2073-07-04,2073-07-19
26020,105,26020,2029-10-16,2029-11-02
26021,412,26021,2058-02-06,2058-02-09
26022,329,26022,2071-12-30,2072-01-16
26023,425,26023,2051-09-28,2051-09-29
26024,152,26024,2026-01-07,2026-01-14
26025,241,26025,2074-11-06,2074-11-14
26026,91,26026,2036-10-15,2036-10-15
26027,358,26027,2051-05-04,2051-05-19
26028,233,26028,2099-02-24,2099-03-09
26029,403,26029,2019-11-24,2019-11-29
26030,340,26030,2062-10-19,2062-11-07
26031,279,26031,2039-12-18,2040-01-06
26032,140,26032,2036-12-04,2036-12-21
26033,312,26033,2034-03-07,2034-03-12
26034,432,26034,2066-01-14,2066-02-02
26035,380,26035,2044-10-11,2044-10-16
26036,230,26036,2050-02-25,2050-03-01
26037,43,26037,2097-04-17,2097-04-29
26038,178,26038,2041-04-24,2041-05-05
26039,11,26039,2097-08-25,2097-08-27
26040,198,26040,2076-03-27,2076-04-08
26041,435,26041,2090-06-15,2090-06-29
26042,427,26042,2072-07-03,2072-07-19
26043,340,26043,2074-08-13,2074-08-16
26044,349,26044,2057-05-05,2057-05-07
26045,446,26045,2068-05-30,2068-06-02
26046,18,26046,2056-07-15,2056-07-16
26047,314,26047,2069-01-22,2069-01-25
26048,180,26048,2082-05-12,2082-05-23
26049,56,26049,2034-04-23,2034-05-09
26050,281,26050,2083-01-29,2083-02-11
26051,359,26051,2022-05-25,2022-05-25
26052,212,26052,2069-07-15,2069-07-30
26053,403,26053,2093-07-09,2093-07-27
26054,323,26054,2098-03-05,2098-03-23
26055,428,26055,2052-11-14,2052-11-30
26056,243,26056,2039-10-18,2039-11-06
26057,100,26057,2084-07-05,2084-07-20
26058,165,26058,2048-04-07,2048-04-25
26059,156,26059,2091-10-26,2091-11-07
26060,427,26060,2063-09-04,2063-09-05
26061,234,26061,2036-09-10,2036-09-23
26062,338,26062,2071-02-18,2071-02-20
26063,324,26063,2024-11-16,2024-11-25
26064,19,26064,2079-06-12,2079-06-25
26065,145,26065,2080-02-10,2080-02-25
26066,297,26066,2055-09-17,2055-09-23
26067,391,26067,2046-08-23,2046-09-09
26068,10,26068,2037-04-19,2037-04-24
26069,331,26069,2023-04-07,2023-04-16
26070,225,26070,2043-08-01,2043-08-03
26071,318,26071,2049-03-21,2049-04-01
26072,424,26072,2022-08-27,2022-09-13
26073,313,26073,2030-01-30,2030-02-01
26074,188,26074,2022-08-23,2022-08-31
26075,295,26075,2044-06-17,2044-07-02
26076,122,26076,2084-02-04,2084-02-16
26077,402,26077,2094-09-16,2094-09-27
26078,260,26078,2085-11-17,2085-11-17
26079,291,26079,2028-12-11,2028-12-16
26080,26,26080,2093-08-30,2093-09-11
26081,240,26081,2042-06-15,2042-06-21
26082,433,26082,2070-02-08,2070-02-19
26083,370,26083,2085-04-07,2085-04-24
26084,385,26084,2073-12-30,2074-01-05
26085,260,26085,2081-07-26,2081-08-02
26086,96,26086,2060-01-26,2060-02-10
26087,429,26087,2036-05-21,2036-05-23
26088,151,26088,2037-07-27,2037-08-12
26089,234,26089,2073-02-17,2073-02-22
26090,128,26090,2040-05-29,2040-06-05
26091,223,26091,2063-03-20,2063-04-01
26092,87,26092,2065-02-26,2065-03-10
26093,291,26093,2042-01-10,2042-01-16
26094,418,26094,2076-08-21,2076-08-22
26095,247,26095,2081-02-17,2081-02-28
26096,66,26096,2069-06-04,2069-06-18
26097,444,26097,2059-04-04,2059-04-15
26098,298,26098,2086-10-23,2086-10-28
26099,333,26099,2028-05-05,2028-05-11
26100,39,26100,2063-02-28,2063-03-07
26101,327,26101,2075-06-03,2075-06-13
26102,97,26102,2057-07-03,2057-07-20
26103,49,26103,2078-08-30,2078-09-01
26104,407,26104,2071-08-19,2071-09-03
26105,413,26105,2074-07-28,2074-07-29
26106,31,26106,2064-02-21,2064-02-27
26107,393,26107,2062-08-24,2062-09-09
26108,313,26108,2030-02-05,2030-02-19
26109,406,26109,2021-07-30,2021-08-11
26110,191,26110,2063-02-05,2063-02-15
26111,327,26111,2052-12-05,2052-12-21
26112,1,26112,2021-11-26,2021-11-29
26113,286,26113,2020-05-09,2020-05-10
26114,370,26114,2058-03-11,2058-03-11
26115,144,26115,2043-06-25,2043-06-30
26116,330,26116,2084-09-27,2084-09-29
26117,56,26117,2089-07-20,2089-08-05
26118,436,26118,2036-02-22,2036-03-09
26119,98,26119,2066-08-28,2066-09-01
26120,171,26120,2036-07-28,2036-08-01
26121,315,26121,2058-06-20,2058-06-29
26122,122,26122,2099-09-25,2099-09-27
26123,59,26123,2030-03-12,2030-03-29
26124,82,26124,2090-04-06,2090-04-06
26125,147,26125,2079-12-04,2079-12-21
26126,192,26126,2030-02-23,2030-03-07
26127,165,26127,2032-05-16,2032-05-27
26128,436,26128,2021-10-18,2021-10-24
26129,251,26129,2065-07-16,2065-08-02
26130,319,26130,2068-07-18,2068-07-28
26131,17,26131,2047-08-24,2047-08-25
26132,232,26132,2089-12-22,2090-01-08
26133,128,26133,2056-01-17,2056-01-18
26134,326,26134,2027-07-30,2027-08-11
26135,113,26135,2023-12-12,2023-12-15
26136,398,26136,2090-08-03,2090-08-07
26137,68,26137,2090-07-19,2090-07-27
26138,203,26138,2085-01-21,2085-02-08
26139,423,26139,2037-08-03,2037-08-13
26140,62,26140,2094-10-05,2094-10-12
26141,332,26141,2078-07-20,2078-08-03
26142,34,26142,2061-02-07,2061-02-07
26143,187,26143,2049-01-19,2049-01-26
26144,249,26144,2078-04-03,2078-04-10
26145,112,26145,2031-08-21,2031-09-02
26146,207,26146,2095-02-05,2095-02-10
26147,77,26147,2068-11-25,2068-12-06
26148,416,26148,2038-12-30,2039-01-16
26149,135,26149,2035-02-14,2035-03-02
26150,259,26150,2052-09-16,2052-10-02
26151,303,26151,2069-09-07,2069-09-17
26152,265,26152,2030-05-05,2030-05-06
26153,138,26153,2060-07-03,2060-07-14
26154,284,26154,2063-04-02,2063-04-10
26155,164,26155,2097-02-13,2097-02-19
26156,102,26156,2074-07-05,2074-07-10
26157,145,26157,2076-11-21,2076-12-07
26158,392,26158,2045-07-09,2045-07-21
26159,294,26159,2027-02-16,2027-03-05
26160,380,26160,2042-10-22,2042-11-03
26161,249,26161,2048-04-11,2048-04-17
26162,103,26162,2023-01-31,2023-02-06
26163,218,26163,2078-12-31,2079-01-06
26164,53,26164,2028-01-23,2028-01-29
26165,96,26165,2030-06-22,2030-07-04
26166,365,26166,2021-12-14,2021-12-15
26167,267,26167,2047-10-30,2047-11-10
26168,347,26168,2070-09-13,2070-09-25
26169,177,26169,2048-03-23,2048-04-04
26170,399,26170,2037-02-16,2037-02-16
26171,198,26171,2024-08-28,2024-09-13
26172,367,26172,2069-11-18,2069-11-22
26173,132,26173,2037-02-09,2037-02-28
26174,165,26174,2077-04-22,2077-05-03
26175,270,26175,2068-04-10,2068-04-22
26176,186,26176,2050-08-13,2050-08-15
26177,363,26177,2059-12-01,2059-12-18
26178,149,26178,2039-11-12,2039-11-21
26179,288,26179,2056-05-22,2056-05-22
26180,171,26180,2021-01-25,2021-02-13
26181,366,26181,2048-12-11,2048-12-26
26182,309,26182,2096-11-17,2096-12-04
26183,413,26183,2028-04-24,2028-05-11
26184,6,26184,2032-12-06,2032-12-14
26185,423,26185,2078-03-18,2078-03-20
26186,386,26186,2027-12-17,2028-01-02
26187,201,26187,2086-04-12,2086-04-17
26188,228,26188,2029-12-09,2029-12-21
26189,314,26189,2064-01-17,2064-01-27
26190,234,26190,2062-08-29,2062-09-06
26191,444,26191,2070-03-31,2070-04-09
26192,402,26192,2068-07-04,2068-07-11
26193,75,26193,2040-08-25,2040-09-06
26194,321,26194,2082-03-21,2082-04-02
26195,433,26195,2087-11-15,2087-12-03
26196,419,26196,2044-04-05,2044-04-20
26197,47,26197,2033-12-17,2033-12-24
26198,31,26198,2092-12-30,2092-12-30
26199,264,26199,2034-04-04,2034-04-15
26200,3,26200,2057-02-21,2057-02-26
26201,333,26201,2098-01-25,2098-01-26
26202,68,26202,2081-10-11,2081-10-21
26203,298,26203,2042-10-21,2042-10-28
26204,379,26204,2054-04-27,2054-04-27
26205,340,26205,2065-10-04,2065-10-23
26206,247,26206,2052-11-17,2052-12-02
26207,381,26207,2021-05-01,2021-05-06
26208,255,26208,2036-05-24,2036-06-11
26209,231,26209,2037-07-15,2037-07-22
26210,367,26210,2098-01-02,2098-01-06
26211,354,26211,2065-08-06,2065-08-22
26212,385,26212,2066-12-21,2066-12-26
26213,261,26213,2037-10-25,2037-11-09
26214,210,26214,2042-09-18,2042-09-25
26215,124,26215,2047-09-03,2047-09-08
26216,216,26216,2031-10-14,2031-10-14
26217,88,26217,2089-11-28,2089-12-02
26218,406,26218,2084-12-10,2084-12-12
26219,43,26219,2033-04-03,2033-04-04
26220,10,26220,2033-03-17,2033-03-28
26221,177,26221,2030-06-28,2030-06-29
26222,334,26222,2088-09-01,2088-09-04
26223,147,26223,2077-12-12,2077-12-21
26224,346,26224,2062-01-07,2062-01-07
26225,445,26225,2048-02-14,2048-02-24
26226,339,26226,2045-09-28,2045-10-17
26227,178,26227,2058-01-25,2058-02-13
26228,353,26228,2077-01-19,2077-01-19
26229,104,26229,2077-03-15,2077-03-22
26230,252,26230,2033-05-23,2033-05-26
26231,141,26231,2087-12-14,2087-12-26
26232,103,26232,2077-03-14,2077-03-31
26233,119,26233,2048-07-22,2048-08-05
26234,35,26234,2051-05-27,2051-05-31
26235,21,26235,2035-10-21,2035-11-07
26236,122,26236,2052-03-23,2052-03-26
26237,190,26237,2058-10-24,2058-10-24
26238,414,26238,2044-04-08,2044-04-26
26239,36,26239,2056-11-20,2056-12-02
26240,266,26240,2022-09-06,2022-09-18
26241,224,26241,2057-01-16,2057-01-22
26242,415,26242,2053-10-22,2053-10-27
26243,209,26243,2035-06-26,2035-06-27
26244,211,26244,2038-05-18,2038-05-27
26245,317,26245,2096-10-16,2096-10-27
26246,195,26246,2040-06-11,2040-06-26
26247,109,26247,2066-10-13,2066-10-28
