eid,vinoid
564,94
793,94
816,94
458,94
608,94
603,94
6,94
639,94
528,94
526,94
36,94
108,94
250,94
127,94
699,94
64,94
102,94
847,94
217,94
916,94
83,94
468,94
712,94
394,94
424,94
207,94
235,94
132,94
672,94
952,94
622,94
129,94
191,94
401,94
931,94
304,94
225,94
571,94
128,94
654,94
391,94
946,94
762,94
32,94
772,94
529,94
18,94
717,94
848,94
539,94
453,94
773,94
960,94
131,94
514,94
446,94
420,94
63,94
337,94
62,94
621,94
12,94
735,94
182,94
618,94
921,94
134,94
310,94
740,94
90,94
828,94
614,94
448,94
405,94
755,94
190,94
906,94
495,94
33,94
691,94
19,94
854,94
317,94
347,94
397,94
970,94
673,94
875,94
479,94
123,94
885,94
79,94
252,94
171,94
789,94
920,94
92,94
115,94
859,94
858,94
677,94
288,94
898,94
500,94
197,94
930,94
274,94
521,94
999,94
976,94
715,94
135,94
432,94
219,94
290,94
287,94
891,94
422,94
227,94
329,94
94,94
172,94
158,94
151,94
979,94
704,94
780,94
831,94
763,94
381,94
680,94
46,94
305,94
997,94
915,94
690,94
292,94
504,94
623,94
629,94
348,94
395,94
973,94
98,94
758,94
694,94
455,94
531,94
573,94
607,94
940,94
72,94
282,94
435,94
314,94
456,94
341,94
404,94
568,94
628,94
616,94
30,94
650,94
591,94
652,94
247,94
410,94
296,94
50,94
114,94
642,94
154,94
393,94
488,94
951,94
261,94
556,94
658,94
55,94
188,94
478,94
239,94
489,94
349,94
360,94
577,94
768,94
175,94
162,94
611,94
268,94
899,94
266,94
492,94
472,94
542,94
423,94
471,94
638,94
769,94
992,94
842,94
269,94
419,94
929,94
38,94
325,94
624,94
792,94
119,94
503,94
228,94
81,94
430,94
302,94
730,94
880,94
713,94
202,94
966,94
414,94
3,94
582,94
452,94
626,94
93,94
44,94
328,94
989,94
211,94
984,94
538,94
223,94
517,94
82,94
957,94
8,94
853,94
366,94
601,94
286,94
441,94
980,94
692,94
246,94
890,94
908,94
671,94
140,94
284,94
541,94
69,94
113,94
224,94
120,94
34,94
519,94
470,94
510,94
922,94
932,94
590,94
627,94
823,94
417,94
384,94
179,94
358,94
53,94
388,94
636,94
506,94
73,94
187,94
276,94
403,94
837,94
375,94
298,94
389,94
270,94
428,94
161,94
299,94
272,94
982,94
686,94
936,94
379,94
670,94
407,94
265,94
109,94
289,94
634,94
809,94
165,94
198,94
97,94
326,94
569,94
520,94
884,94
277,94
321,94
330,94
687,94
554,94
759,94
647,94
950,94
770,94
646,94
822,94
483,94
790,94
572,94
783,94
251,94
110,94
342,94
338,94
186,94
867,94
221,94
948,94
434,94
14,94
359,94
370,94
903,94
315,94
406,94
194,94
803,94
20,94
868,94
502,94
738,94
473,94
117,94
728,94
11,94
534,94
829,94
440,94
313,94
749,94
902,94
130,94
255,94
445,94
813,94
442,94
599,94
412,94
555,94
356,94
262,94
461,94
378,94
913,94
974,94
782,94
734,94
537,94
559,94
106,94
107,94
137,94
126,94
767,94
474,94
585,94
116,94
35,94
257,94
385,94
985,94
849,94
698,94
975,94
883,94
280,94
230,94
741,94
372,94
600,94
705,94
580,94
815,94
722,94
346,94
451,94
987,94
869,94
5,94
864,94
923,94
925,94
766,94
702,94
334,94
9,94
871,94
719,94
536,94
105,94
218,94
826,94
832,94
746,94
814,94
576,94
23,94
926,94
747,94
200,94
986,94
955,94
933,94
935,94
450,94
635,94
157,94
674,94
398,94
214,94
579,94
515,94
426,94
739,94
820,94
421,94
416,94
291,94
981,94
661,94
212,94
942,94
991,94
662,94
196,94
344,94
736,94
807,94
353,94
178,94
892,94
791,94
512,94
709,94
493,94
560,94
215,94
993,94
701,94
152,94
862,94
415,94
656,94
811,94
377,94
781,94
124,94
802,94
721,94
505,94
874,94
825,94
481,94
729,94
860,94
41,94
168,94
392,94
886,94
320,94
574,94
655,94
863,94
253,94
39,94
491,94
438,94
143,94
350,94
260,94
40,94
754,94
625,94
968,94
927,94
578,94
501,94
48,94
367,94
25,94
244,94
256,94
387,94
100,94
592,94
1,94
363,94
303,94
567,94
641,94
547,94
897,94
609,94
830,94
532,94
877,94
463,94
589,94
336,94
861,94
185,94
841,94
402,94
870,94
540,94
216,94
667,94
166,94
552,94
776,94
904,94
373,94
800,94
988,94
111,94
319,94
961,94
174,94
851,94
58,94
301,94
45,94
433,94
708,94
873,94
237,94
297,94
418,94
89,94
145,94
745,94
696,94
460,94
466,94
22,94
836,94
888,94
169,94
659,94
941,94
354,94
586,94
2,94
598,94
118,94
508,94
475,94
226,94
457,94
396,94
103,94
490,94
164,94
695,94
630,94
752,94
545,94
595,94
484,94
439,94
15,94
943,94
355,94
525,94
994,94
562,94
956,94
459,94
610,94
967,94
95,94
812,94
637,94
685,94
887,94
945,94
937,94
765,94
333,94
798,94
494,94
193,94
839,94
431,94
240,94
846,94
13,94
49,94
876,94
563,94
720,94
744,94
633,94
788,94
645,94
910,94
533,94
316,94
263,94
104,94
995,94
779,94
535,94
669,94
845,94
660,94
716,94
368,94
818,94
248,94
905,94
743,94
914,94
742,94
664,94
983,94
17,94
587,94
810,94
958,94
24,94
31,94
711,94
176,94
668,94
101,94
596,94
52,94
549,94
487,94
177,94
619,94
665,94
163,94
959,94
335,94
447,94
449,94
821,94
232,94
666,94
413,94
895,94
362,94
856,94
71,94
583,94
75,94
824,94
649,94
136,94
383,94
345,95
513,95
238,95
307,95
817,95
748,95
805,95
604,95
464,95
907,95
361,95
498,95
693,95
295,95
204,95
954,95
640,95
148,95
485,95
477,95
371,95
612,95
516,95
840,95
900,95
678,95
133,95
726,95
425,95
0,95
575,95
710,95
480,95
27,95
61,95
258,95
978,95
901,95
357,95
653,95
112,95
482,95
644,95
210,95
122,95
553,95
881,95
509,95
242,95
74,95
343,95
306,95
565,95
977,95
893,95
180,95
947,95
963,95
411,95
222,95
909,95
192,95
939,95
21,95
149,95
594,95
707,95
364,95
996,95
917,95
374,95
312,95
205,95
469,95
523,95
245,95
965,95
651,95
254,95
281,95
605,95
778,95
311,95
443,95
279,95
293,95
236,95
679,95
70,95
259,95
16,95
657,95
7,95
408,95
390,95
866,95
544,95
86,95
756,95
727,95
43,95
723,95
496,95
684,95
444,95
332,95
894,95
139,95
794,95
844,95
969,95
753,95
682,95
620,95
972,95
146,95
527,95
59,95
750,95
835,95
613,95
243,95
928,95
725,95
294,95
683,95
77,95
697,95
54,95
546,95
339,95
593,95
331,95
99,95
804,95
121,95
681,95
155,95
208,95
688,95
878,95
777,95
476,95
934,95
267,95
308,95
213,95
700,95
78,95
522,95
964,95
732,95
351,95
195,95
29,95
429,95
507,95
249,95
203,95
56,95
283,95
67,95
806,95
774,95
971,95
558,95
91,95
465,95
889,95
606,95
241,95
184,95
833,95
199,95
775,95
37,95
786,95
797,95
141,95
150,95
87,95
602,95
675,95
631,95
761,95
764,95
787,95
944,95
918,95
376,95
724,95
852,95
617,95
4,95
275,95
96,95
962,95
865,95
855,95
28,95
65,95
557,95
233,95
524,95
663,95
584,95
795,95
808,95
819,95
409,95
714,95
26,95
189,95
718,95
206,95
454,95
437,95
352,95
581,95
588,95
68,95
427,95
676,95
879,95
998,95
615,95
386,95
170,95
467,95
264,95
757,95
497,95
643,95
799,95
84,95
322,95
173,95
399,95
153,95
771,95
706,95
66,95
340,95
551,95
273,95
548,95
76,95
838,95
784,95
850,95
511,95
872,95
156,95
566,95
369,95
160,95
990,95
400,95
10,95
924,95
159,95
57,95
703,95
201,95
324,95
60,95
234,95
209,95
896,95
760,95
731,95
462,95
47,95
953,95
843,95
181,95
518,95
138,95
912,95
278,95
737,95
785,95
85,95
827,95
300,95
834,95
436,95
499,95
543,95
183,95
285,95
911,95
882,95
42,95
857,95
530,95
229,95
144,95
796,95
323,95
80,95
919,95
561,95
949,95
597,95
938,95
88,95
365,95
271,95
570,95
231,95
220,95
147,95
167,95
564,95
793,95
816,95
458,95
608,95
603,95
6,95
639,95
526,95
36,95
108,95
250,95
127,95
699,95
64,95
102,95
847,95
217,95
916,95
83,95
468,95
712,95
424,95
207,95
235,95
132,95
672,95
952,95
622,95
129,95
191,95
401,95
931,95
304,95
225,95
571,95
128,95
654,95
391,95
946,95
762,95
32,95
772,95
801,95
529,95
18,95
717,95
848,95
539,95
453,95
773,95
960,95
131,95
514,95
446,95
420,95
63,95
337,95
62,95
621,95
12,95
735,95
182,95
618,95
921,95
134,95
310,95
740,95
90,95
828,95
614,95
448,95
405,95
755,95
190,95
906,95
495,95
33,95
691,95
19,95
854,95
317,95
347,95
397,95
970,95
673,95
875,95
479,95
123,95
885,95
79,95
252,95
171,95
789,95
920,95
92,95
115,95
859,95
858,95
677,95
288,95
898,95
500,95
197,95
930,95
274,95
521,95
999,95
976,95
715,95
135,95
432,95
219,95
290,95
287,95
891,95
422,95
227,95
329,95
94,95
172,95
158,95
151,95
979,95
704,95
780,95
831,95
763,95
381,95
680,95
46,95
305,95
997,95
915,95
690,95
292,95
504,95
623,95
629,95
348,95
395,95
973,95
98,95
758,95
694,95
455,95
531,95
573,95
607,95
940,95
72,95
282,95
435,95
314,95
456,95
341,95
404,95
568,95
628,95
616,95
30,95
650,95
591,95
652,95
247,95
410,95
296,95
50,95
114,95
642,95
154,95
393,95
488,95
951,95
648,95
556,95
658,95
55,95
188,95
478,95
239,95
489,95
349,95
360,95
577,95
768,95
175,95
162,95
611,95
268,95
899,95
266,95
492,95
472,95
542,95
423,95
471,95
638,95
769,95
992,95
842,95
269,95
419,95
929,95
38,95
325,95
624,95
792,95
119,95
503,95
228,95
81,95
430,95
302,95
730,95
880,95
713,95
202,95
966,95
414,95
3,95
582,95
452,95
626,95
93,95
44,95
328,95
989,95
211,95
984,95
538,95
223,95
517,95
82,95
957,95
8,95
853,95
366,95
601,95
286,95
441,95
980,95
692,95
246,95
908,95
671,95
140,95
284,95
541,95
69,95
224,95
120,95
34,95
519,95
470,95
510,95
922,95
932,95
590,95
627,95
823,95
417,95
384,95
179,95
358,95
53,95
388,95
636,95
506,95
73,95
187,95
276,95
403,95
837,95
375,95
298,95
389,95
382,95
270,95
428,95
161,95
299,95
272,95
982,95
686,95
936,95
51,95
379,95
670,95
407,95
265,95
109,95
289,95
634,95
809,95
165,95
198,95
97,95
326,95
569,95
520,95
884,95
277,95
321,95
689,95
330,95
687,95
554,95
759,95
647,95
950,95
770,95
646,95
822,95
483,95
790,95
572,95
783,95
251,95
110,95
342,95
338,95
186,95
550,95
867,95
221,95
948,95
434,95
14,95
359,95
370,95
903,95
315,95
406,95
194,95
803,95
20,95
868,95
502,95
738,95
473,95
117,95
728,95
11,95
534,95
829,95
440,95
313,95
749,95
902,95
130,95
255,95
445,95
813,95
599,95
412,95
555,95
356,95
262,95
461,95
378,95
913,95
974,95
782,95
734,95
537,95
559,95
106,95
107,95
380,95
137,95
126,95
767,95
474,95
585,95
116,95
35,95
257,95
385,95
985,95
849,95
698,95
975,95
883,95
280,95
230,95
741,95
372,95
600,95
705,95
580,95
309,95
815,95
722,95
346,95
451,95
987,95
869,95
5,95
864,95
923,95
925,95
766,95
702,95
334,95
9,95
632,95
871,95
719,95
536,95
105,95
218,95
826,95
832,95
746,95
814,95
576,95
23,95
926,95
747,95
200,95
986,95
955,95
933,95
935,95
450,95
635,95
157,95
674,95
398,95
214,95
579,95
515,95
426,95
739,95
820,95
421,95
416,95
291,95
981,95
661,95
212,95
942,95
991,95
662,95
196,95
344,95
736,95
807,95
353,95
178,95
892,95
791,95
512,95
709,95
493,95
560,95
215,95
993,95
701,95
152,95
862,95
415,95
656,95
811,95
377,95
781,95
124,95
802,95
721,95
505,95
874,95
825,95
318,95
481,95
729,95
860,95
41,95
168,95
392,95
886,95
320,95
574,95
655,95
863,95
253,95
39,95
491,95
438,95
143,95
350,95
260,95
40,95
754,95
625,95
968,95
927,95
578,95
501,95
48,95
367,95
25,95
244,95
256,95
387,95
100,95
592,95
1,95
363,95
486,95
303,95
567,95
641,95
547,95
897,95
609,95
532,95
877,95
463,95
589,95
336,95
861,95
185,95
841,95
402,95
870,95
540,95
216,95
667,95
166,95
552,95
776,95
904,95
373,95
800,95
988,95
111,95
319,95
961,95
174,95
851,95
58,95
301,95
45,95
433,95
708,95
873,95
237,95
297,95
418,95
89,95
145,95
745,95
696,95
460,95
466,95
22,95
836,95
888,95
169,95
659,95
941,95
354,95
586,95
2,95
598,95
118,95
508,95
475,95
226,95
457,95
396,95
103,95
490,95
164,95
695,95
630,95
752,95
545,95
595,95
484,95
439,95
15,95
943,95
355,95
525,95
994,95
562,95
956,95
459,95
610,95
967,95
95,95
812,95
637,95
685,95
887,95
945,95
937,95
765,95
333,95
798,95
494,95
193,95
839,95
431,95
240,95
142,95
846,95
13,95
49,95
876,95
563,95
720,95
744,95
633,95
788,95
645,95
910,95
533,95
316,95
263,95
104,95
995,95
779,95
535,95
669,95
845,95
660,95
716,95
368,95
818,95
248,95
905,95
743,95
914,95
742,95
664,95
983,95
17,95
587,95
810,95
24,95
31,95
711,95
176,95
668,95
101,95
596,95
52,95
549,95
487,95
177,95
619,95
665,95
163,95
959,95
335,95
447,95
449,95
821,95
232,95
666,95
413,95
895,95
362,95
856,95
71,95
583,95
75,95
824,95
649,95
136,95
383,95
345,96
513,96
238,96
307,96
817,96
748,96
805,96
604,96
464,96
907,96
361,96
498,96
693,96
295,96
204,96
954,96
640,96
148,96
485,96
477,96
371,96
612,96
840,96
900,96
678,96
133,96
726,96
425,96
0,96
575,96
710,96
480,96
27,96
61,96
258,96
978,96
901,96
357,96
653,96
112,96
482,96
644,96
210,96
122,96
553,96
881,96
509,96
242,96
74,96
343,96
306,96
565,96
977,96
893,96
947,96
963,96
411,96
327,96
222,96
909,96
192,96
21,96
149,96
594,96
707,96
364,96
996,96
917,96
374,96
312,96
205,96
469,96
523,96
245,96
965,96
651,96
254,96
281,96
605,96
778,96
311,96
443,96
279,96
293,96
236,96
679,96
70,96
259,96
16,96
657,96
7,96
408,96
390,96
866,96
544,96
86,96
756,96
727,96
43,96
723,96
496,96
684,96
444,96
332,96
894,96
139,96
794,96
844,96
969,96
753,96
682,96
620,96
972,96
146,96
527,96
59,96
733,96
750,96
835,96
613,96
243,96
928,96
725,96
294,96
683,96
77,96
697,96
54,96
546,96
339,96
593,96
331,96
99,96
804,96
121,96
681,96
155,96
208,96
688,96
878,96
777,96
476,96
934,96
267,96
213,96
700,96
78,96
522,96
964,96
732,96
351,96
195,96
29,96
429,96
507,96
249,96
203,96
56,96
283,96
67,96
806,96
774,96
971,96
558,96
91,96
465,96
889,96
606,96
241,96
184,96
833,96
199,96
775,96
37,96
786,96
797,96
141,96
150,96
87,96
602,96
675,96
631,96
761,96
764,96
787,96
944,96
918,96
376,96
724,96
852,96
617,96
4,96
275,96
96,96
962,96
865,96
855,96
125,96
28,96
65,96
557,96
233,96
524,96
663,96
584,96
795,96
808,96
819,96
409,96
714,96
26,96
189,96
718,96
206,96
454,96
437,96
352,96
581,96
588,96
68,96
427,96
676,96
879,96
998,96
615,96
386,96
170,96
467,96
264,96
757,96
497,96
643,96
799,96
84,96
322,96
173,96
399,96
153,96
771,96
706,96
66,96
340,96
551,96
273,96
548,96
76,96
838,96
784,96
850,96
511,96
872,96
156,96
566,96
369,96
160,96
400,96
10,96
924,96
159,96
57,96
703,96
201,96
324,96
60,96
234,96
209,96
896,96
760,96
731,96
462,96
47,96
953,96
843,96
181,96
518,96
138,96
912,96
278,96
737,96
785,96
85,96
827,96
300,96
834,96
436,96
499,96
543,96
183,96
285,96
911,96
882,96
42,96
857,96
530,96
229,96
144,96
796,96
323,96
80,96
919,96
561,96
949,96
597,96
938,96
88,96
365,96
271,96
570,96
751,96
231,96
220,96
147,96
167,96
564,96
793,96
816,96
458,96
608,96
603,96
6,96
639,96
528,96
526,96
36,96
108,96
250,96
127,96
699,96
64,96
102,96
847,96
217,96
916,96
83,96
468,96
712,96
394,96
424,96
207,96
235,96
132,96
672,96
952,96
622,96
129,96
191,96
401,96
931,96
304,96
225,96
571,96
128,96
654,96
391,96
946,96
762,96
32,96
772,96
801,96
529,96
18,96
717,96
848,96
539,96
453,96
773,96
960,96
131,96
514,96
446,96
420,96
63,96
337,96
62,96
621,96
12,96
735,96
182,96
618,96
921,96
134,96
310,96
740,96
90,96
828,96
614,96
448,96
405,96
755,96
190,96
906,96
33,96
691,96
19,96
854,96
317,96
397,96
970,96
673,96
875,96
479,96
123,96
885,96
79,96
252,96
171,96
789,96
920,96
92,96
115,96
859,96
858,96
677,96
288,96
898,96
500,96
197,96
930,96
274,96
521,96
999,96
976,96
715,96
135,96
432,96
219,96
290,96
287,96
891,96
422,96
227,96
329,96
94,96
172,96
158,96
151,96
979,96
704,96
780,96
831,96
763,96
381,96
680,96
46,96
305,96
997,96
915,96
690,96
292,96
504,96
623,96
629,96
348,96
395,96
973,96
98,96
758,96
694,96
455,96
531,96
573,96
607,96
940,96
72,96
282,96
435,96
314,96
456,96
341,96
404,96
568,96
628,96
616,96
30,96
650,96
591,96
652,96
247,96
410,96
296,96
50,96
114,96
642,96
154,96
393,96
488,96
951,96
648,96
261,96
556,96
658,96
55,96
188,96
478,96
239,96
489,96
349,96
360,96
577,96
768,96
175,96
162,96
611,96
268,96
899,96
266,96
492,96
472,96
542,96
423,96
471,96
638,96
769,96
992,96
842,96
269,96
419,96
929,96
38,96
325,96
624,96
792,96
119,96
503,96
228,96
81,96
430,96
302,96
730,96
880,96
713,96
202,96
966,96
414,96
3,96
582,96
452,96
626,96
93,96
44,96
211,96
984,96
538,96
223,96
517,96
82,96
957,96
8,96
853,96
366,96
601,96
286,96
441,96
980,96
692,96
246,96
890,96
908,96
671,96
140,96
284,96
541,96
69,96
113,96
224,96
120,96
34,96
519,96
470,96
510,96
922,96
932,96
590,96
627,96
823,96
417,96
384,96
179,96
358,96
53,96
388,96
636,96
506,96
73,96
187,96
276,96
403,96
837,96
375,96
298,96
389,96
382,96
270,96
428,96
161,96
299,96
272,96
982,96
686,96
936,96
51,96
379,96
670,96
407,96
265,96
109,96
289,96
634,96
165,96
198,96
97,96
326,96
569,96
520,96
884,96
277,96
321,96
689,96
330,96
687,96
554,96
759,96
647,96
950,96
770,96
646,96
822,96
483,96
790,96
572,96
783,96
251,96
110,96
342,96
338,96
186,96
550,96
867,96
221,96
948,96
434,96
14,96
359,96
370,96
903,96
315,96
406,96
194,96
803,96
20,96
868,96
502,96
738,96
473,96
117,96
728,96
11,96
534,96
829,96
440,96
313,96
749,96
902,96
130,96
255,96
445,96
813,96
442,96
599,96
412,96
555,96
356,96
262,96
461,96
378,96
913,96
974,96
782,96
734,96
537,96
559,96
106,96
107,96
380,96
137,96
126,96
767,96
474,96
585,96
116,96
35,96
257,96
385,96
985,96
849,96
698,96
975,96
883,96
280,96
230,96
741,96
372,96
600,96
705,96
580,96
309,96
815,96
722,96
346,96
451,96
987,96
869,96
5,96
864,96
923,96
925,96
766,96
702,96
334,96
9,96
632,96
871,96
719,96
536,96
105,96
218,96
826,96
832,96
746,96
814,96
576,96
23,96
926,96
747,96
200,96
986,96
955,96
933,96
935,96
450,96
635,96
157,96
674,96
398,96
214,96
579,96
515,96
426,96
739,96
820,96
421,96
416,96
291,96
981,96
661,96
212,96
942,96
991,96
662,96
196,96
344,96
736,96
807,96
353,96
178,96
892,96
791,96
512,96
709,96
493,96
560,96
215,96
993,96
701,96
152,96
862,96
415,96
656,96
811,96
377,96
781,96
124,96
802,96
721,96
505,96
874,96
825,96
318,96
481,96
729,96
860,96
41,96
168,96
392,96
886,96
320,96
574,96
655,96
863,96
253,96
39,96
491,96
438,96
143,96
350,96
260,96
625,96
968,96
927,96
578,96
501,96
48,96
367,96
25,96
244,96
256,96
387,96
100,96
592,96
1,96
363,96
486,96
303,96
567,96
641,96
547,96
897,96
609,96
830,96
532,96
877,96
463,96
589,96
336,96
861,96
185,96
841,96
402,96
870,96
540,96
667,96
166,96
552,96
776,96
904,96
373,96
800,96
988,96
111,96
319,96
174,96
851,96
58,96
301,96
45,96
433,96
708,96
873,96
237,96
297,96
89,96
145,96
745,96
696,96
460,96
466,96
22,96
836,96
888,96
169,96
659,96
941,96
354,96
586,96
2,96
598,96
118,96
508,96
475,96
226,96
457,96
396,96
490,96
164,96
695,96
630,96
752,96
545,96
595,96
484,96
439,96
15,96
943,96
355,96
525,96
994,96
562,96
956,96
459,96
610,96
967,96
95,96
812,96
637,96
685,96
887,96
945,96
937,96
765,96
333,96
798,96
494,96
193,96
839,96
431,96
240,96
142,96
846,96
13,96
49,96
876,96
563,96
720,96
744,96
633,96
788,96
645,96
910,96
533,96
316,96
263,96
104,96
995,96
779,96
535,96
669,96
845,96
660,96
716,96
368,96
818,96
248,96
905,96
743,96
914,96
742,96
664,96
983,96
17,96
587,96
810,96
958,96
24,96
31,96
711,96
176,96
668,96
101,96
596,96
52,96
549,96
487,96
177,96
619,96
665,96
163,96
959,96
335,96
447,96
449,96
821,96
232,96
666,96
413,96
895,96
362,96
856,96
71,96
583,96
75,96
824,96
649,96
136,96
383,96
345,97
513,97
238,97
307,97
817,97
748,97
805,97
604,97
464,97
907,97
361,97
498,97
693,97
295,97
204,97
954,97
640,97
148,97
485,97
477,97
371,97
612,97
516,97
840,97
900,97
678,97
133,97
726,97
425,97
0,97
575,97
710,97
480,97
27,97
61,97
258,97
978,97
901,97
357,97
653,97
112,97
482,97
644,97
210,97
122,97
553,97
881,97
509,97
242,97
74,97
343,97
306,97
565,97
977,97
893,97
180,97
947,97
963,97
411,97
327,97
222,97
909,97
192,97
939,97
21,97
149,97
594,97
707,97
364,97
996,97
917,97
374,97
312,97
205,97
469,97
523,97
245,97
965,97
651,97
254,97
281,97
605,97
778,97
311,97
443,97
279,97
293,97
236,97
679,97
70,97
259,97
16,97
7,97
408,97
390,97
866,97
544,97
86,97
756,97
727,97
43,97
723,97
496,97
684,97
444,97
332,97
894,97
139,97
794,97
844,97
969,97
753,97
682,97
620,97
972,97
146,97
527,97
59,97
733,97
750,97
835,97
613,97
243,97
928,97
725,97
294,97
683,97
77,97
697,97
54,97
546,97
339,97
593,97
331,97
99,97
804,97
121,97
681,97
155,97
208,97
688,97
878,97
777,97
476,97
934,97
267,97
308,97
213,97
700,97
78,97
522,97
964,97
732,97
351,97
29,97
429,97
507,97
249,97
203,97
56,97
283,97
67,97
806,97
774,97
971,97
558,97
91,97
465,97
889,97
606,97
241,97
184,97
833,97
199,97
775,97
37,97
786,97
797,97
141,97
150,97
87,97
602,97
675,97
631,97
761,97
764,97
787,97
944,97
918,97
376,97
724,97
852,97
617,97
4,97
275,97
96,97
962,97
865,97
855,97
125,97
28,97
65,97
557,97
233,97
524,97
663,97
584,97
795,97
808,97
819,97
409,97
714,97
26,97
189,97
718,97
206,97
454,97
437,97
352,97
581,97
588,97
68,97
427,97
676,97
879,97
998,97
615,97
386,97
170,97
467,97
264,97
757,97
497,97
643,97
799,97
84,97
322,97
173,97
399,97
153,97
771,97
706,97
66,97
340,97
551,97
273,97
548,97
76,97
838,97
784,97
850,97
511,97
872,97
156,97
566,97
369,97
160,97
990,97
10,97
924,97
159,97
57,97
703,97
201,97
324,97
60,97
234,97
209,97
896,97
760,97
731,97
462,97
47,97
953,97
843,97
181,97
518,97
138,97
912,97
278,97
737,97
785,97
85,97
827,97
300,97
834,97
436,97
499,97
543,97
183,97
285,97
911,97
882,97
857,97
530,97
229,97
144,97
796,97
323,97
80,97
919,97
561,97
949,97
597,97
938,97
88,97
365,97
271,97
570,97
751,97
231,97
220,97
147,97
167,97
564,97
793,97
816,97
458,97
608,97
603,97
6,97
639,97
528,97
526,97
36,97
108,97
250,97
127,97
699,97
64,97
102,97
847,97
217,97
916,97
83,97
468,97
712,97
394,97
424,97
207,97
235,97
132,97
672,97
952,97
622,97
129,97
191,97
401,97
931,97
304,97
225,97
571,97
128,97
654,97
391,97
946,97
762,97
32,97
772,97
801,97
529,97
18,97
717,97
848,97
539,97
453,97
773,97
960,97
131,97
514,97
446,97
420,97
63,97
337,97
62,97
621,97
12,97
735,97
182,97
618,97
921,97
134,97
310,97
740,97
90,97
828,97
614,97
448,97
405,97
755,97
190,97
906,97
495,97
33,97
691,97
19,97
854,97
317,97
347,97
397,97
970,97
673,97
875,97
479,97
123,97
885,97
79,97
252,97
171,97
789,97
920,97
92,97
115,97
859,97
858,97
677,97
288,97
898,97
500,97
197,97
930,97
274,97
521,97
999,97
976,97
715,97
135,97
432,97
219,97
290,97
287,97
891,97
422,97
227,97
329,97
94,97
172,97
158,97
151,97
979,97
704,97
780,97
831,97
763,97
381,97
680,97
46,97
305,97
997,97
915,97
690,97
292,97
504,97
623,97
629,97
348,97
395,97
973,97
98,97
758,97
694,97
455,97
531,97
573,97
607,97
940,97
72,97
282,97
435,97
314,97
456,97
341,97
404,97
568,97
628,97
616,97
30,97
650,97
591,97
652,97
247,97
410,97
296,97
50,97
114,97
642,97
154,97
393,97
488,97
951,97
648,97
261,97
556,97
658,97
55,97
188,97
478,97
239,97
489,97
349,97
360,97
577,97
768,97
175,97
162,97
611,97
268,97
899,97
266,97
492,97
472,97
542,97
423,97
471,97
638,97
769,97
992,97
842,97
269,97
419,97
929,97
38,97
325,97
624,97
792,97
119,97
503,97
228,97
81,97
430,97
302,97
730,97
880,97
713,97
202,97
966,97
414,97
3,97
582,97
452,97
626,97
93,97
44,97
328,97
989,97
211,97
984,97
538,97
223,97
517,97
82,97
957,97
8,97
853,97
366,97
601,97
286,97
441,97
980,97
692,97
246,97
890,97
908,97
671,97
140,97
284,97
541,97
69,97
113,97
224,97
120,97
34,97
519,97
470,97
510,97
922,97
932,97
590,97
627,97
823,97
417,97
384,97
179,97
358,97
53,97
388,97
636,97
506,97
73,97
187,97
276,97
403,97
837,97
375,97
298,97
389,97
382,97
270,97
428,97
161,97
299,97
272,97
982,97
686,97
936,97
51,97
379,97
670,97
407,97
265,97
109,97
289,97
634,97
809,97
165,97
198,97
97,97
326,97
520,97
884,97
277,97
321,97
689,97
330,97
687,97
554,97
759,97
647,97
950,97
770,97
646,97
822,97
483,97
790,97
572,97
783,97
251,97
110,97
342,97
338,97
186,97
550,97
867,97
221,97
948,97
434,97
14,97
359,97
370,97
903,97
315,97
406,97
194,97
803,97
20,97
868,97
502,97
738,97
473,97
117,97
728,97
11,97
534,97
829,97
440,97
313,97
749,97
902,97
130,97
255,97
445,97
813,97
442,97
599,97
412,97
555,97
356,97
262,97
461,97
378,97
913,97
974,97
782,97
734,97
537,97
559,97
106,97
380,97
137,97
126,97
767,97
474,97
585,97
116,97
35,97
257,97
385,97
985,97
849,97
698,97
975,97
883,97
280,97
230,97
741,97
372,97
600,97
705,97
580,97
309,97
815,97
722,97
346,97
451,97
987,97
869,97
5,97
864,97
923,97
925,97
766,97
702,97
9,97
632,97
871,97
719,97
536,97
105,97
218,97
826,97
832,97
746,97
814,97
576,97
23,97
926,97
747,97
200,97
986,97
955,97
933,97
935,97
450,97
635,97
157,97
674,97
398,97
214,97
579,97
515,97
426,97
739,97
820,97
421,97
416,97
291,97
981,97
661,97
212,97
942,97
991,97
662,97
196,97
344,97
736,97
807,97
353,97
178,97
791,97
512,97
709,97
493,97
560,97
215,97
993,97
701,97
152,97
862,97
415,97
656,97
811,97
377,97
781,97
124,97
802,97
721,97
505,97
874,97
825,97
318,97
481,97
729,97
860,97
41,97
168,97
392,97
886,97
320,97
574,97
655,97
863,97
253,97
39,97
491,97
438,97
143,97
350,97
260,97
40,97
754,97
625,97
968,97
927,97
578,97
501,97
48,97
367,97
25,97
244,97
256,97
387,97
100,97
592,97
1,97
363,97
486,97
303,97
567,97
641,97
547,97
897,97
609,97
830,97
532,97
877,97
589,97
336,97
861,97
185,97
841,97
402,97
870,97
540,97
216,97
667,97
166,97
552,97
776,97
904,97
373,97
800,97
988,97
111,97
319,97
961,97
174,97
